CustomerID,Name,Address,Occupation,Gender,Age,MaritalStatus,CreditScore,PolicyHistory,CustomerSegment,PreferredCommunication,RiskTolerance,PropertyTypeID,PropertyType,AgeOfProperty,ConstructionMaterial,PropertySize,LocationID,City,Region,Postcode,ClaimID,PolicyID,DateID,ClaimAmount,ClaimType,ResolutionTime,ThresholdID,TotalClaimsThreshold,PropertyTypeThreshold,RegionThreshold
444,Stephanie Waters,"Unit 3468 Box 7694, DPO AA 85411",Teacher,Female,26,Single,844,10,Family,Mail,High,4,Detach,35,Wood,Small,8,Glasgow,North,49891,444,228,999,32897.07427867885,Travel,28,444,3,49,82
445,Heather Strickland,"9319 David Heights, Lunamouth, AK 95534",Doctor,Other,64,Married,444,3,Business,Mail,Low,3,Detach,47,Wood,Small,4,Manchester,East,61781,445,461,224,34924.790605570925,Home,10,445,52,74,56
446,Joseph Wiley,"474 Ashley Alley, Port Juliaside, NH 77181",Doctor,Female,24,Married,710,5,High Networth,Telephone,Medium,3,Flat,35,Concrete,Large,2,London,North,18435,446,898,288,29219.210813413585,Travel,15,446,35,19,55
447,Ashley Perkins MD,"5745 Jessica Islands Suite 594, South Kristine, CO 27561",Artist,Female,25,Married,390,8,Family,Telephone,Medium,4,Flat,2,Brick,Large,1,Manchester,North,84262,447,225,481,42503.01109599449,Health,4,447,67,62,12
448,Erin Walsh,"638 Elizabeth Vista Apt. 554, Melissabury, SC 43836",Artist,Male,32,Widowed,513,2,Family,Mail,Medium,2,Terrace,50,Concrete,Small,3,Edinburgh,West,14253,448,898,232,24316.20510301021,Auto,17,448,41,50,5
449,Dana Nelson,"690 Harris Tunnel, East Kenneth, GU 10705",Lawyer,Other,48,Married,581,9,High Networth,Mail,High,2,Single,3,Concrete,Small,8,Leeds,East,15096,449,996,731,25951.102250579457,Auto,29,449,4,56,20
450,Melissa Baker,"493 Rebecca Radial, West Rebekah, AR 03181",Engineer,Male,50,Married,722,10,Individual,Email,Medium,4,Single,48,Steel,Medium,1,Edinburgh,Central,57577,450,942,323,31217.43517982653,Home,4,450,15,71,54
451,Christopher Ibarra,"Unit 0082 Box 9797, DPO AP 17417",Engineer,Other,21,Married,713,7,Business,In Person,Medium,1,Detach,26,Brick,Medium,6,Sheffield,East,38871,451,301,1060,44501.83247235202,Auto,22,451,7,79,5
452,John Vincent,"PSC 6311, Box 9824, APO AA 38765",Teacher,Male,54,Divorced,706,6,Individual,Email,Low,4,Flat,11,Steel,Medium,5,Sheffield,Central,53190,452,951,165,14483.288652285144,Auto,30,452,19,25,99
453,Kristopher Vega,"50036 Simon Meadows, South Nicoleburgh, SC 75550",Teacher,Female,56,Single,796,5,Business,In Person,Low,1,Flat,45,Steel,Large,6,Sheffield,East,13750,453,876,915,42221.19647392498,Auto,11,453,65,61,71
454,Denise Rogers,"2394 Guzman Shores, West Sharontown, WY 83095",Artist,Male,46,Widowed,518,10,High Networth,Telephone,High,4,Detach,3,Brick,Small,9,Glasgow,Central,05152,454,478,1095,38453.123642240804,Auto,13,454,35,100,43
455,Melissa Preston,"18001 Anderson Route, New Juliebury, OR 60945",Artist,Other,45,Single,395,9,Business,Email,High,4,Single,13,Wood,Small,10,Bradford,North,06253,455,908,760,25547.144209783062,Auto,11,455,87,3,43
456,Jennifer Allen,"124 Lee Canyon Suite 590, Hintonside, ME 76248",Teacher,Other,24,Divorced,767,10,High Networth,Telephone,Low,3,Terrace,22,Steel,Medium,4,Edinburgh,North,92645,456,698,237,49785.966217712084,Life,18,456,89,66,35
457,Jeffrey Jones,"PSC 6500, Box 2646, APO AE 23462",Artist,Male,67,Single,840,10,High Networth,Email,Medium,1,Terrace,50,Concrete,Large,8,Manchester,South,05631,457,701,405,34090.71075893536,Home,11,457,72,39,5
458,Amber Turner,"16767 Cantrell Key, East Kelly, OK 12618",Teacher,Male,65,Single,554,8,Family,Telephone,Medium,1,Terrace,33,Brick,Large,8,Birmingham,South,99723,458,648,756,20417.429534880743,Life,13,458,54,48,38
459,Amy Blankenship,"15627 Ramos Prairie Apt. 486, Melanieview, WI 19396",Artist,Female,65,Single,360,3,Business,Telephone,Medium,3,Terrace,1,Concrete,Large,5,Edinburgh,Central,33494,459,948,188,20632.858415066967,Life,18,459,86,90,40
460,John Bates,"46498 Smith Prairie Suite 341, Garnerstad, WI 27321",Engineer,Female,40,Married,384,7,Family,Telephone,Low,4,Single,48,Brick,Small,9,Bradford,Central,60040,460,732,495,31366.156938684904,Health,15,460,89,7,39
461,Joshua Adkins,"148 Stewart Forge Suite 410, North Markbury, NV 10240",Doctor,Female,63,Married,650,3,High Networth,Telephone,Low,4,Detach,27,Wood,Large,6,Manchester,West,79579,461,412,233,15967.036288385609,Auto,17,461,63,28,51
462,Brittany Brown,"0368 Mccormick Bypass, Tateville, FL 28135",Teacher,Male,41,Divorced,590,4,Individual,Mail,High,2,Terrace,10,Concrete,Small,5,Edinburgh,South,02055,462,156,355,14374.494938833126,Home,7,462,65,31,24
463,Mark Smith,"98261 Karen Port Suite 613, Mcconnellland, NM 05362",Artist,Male,29,Widowed,517,6,Family,Mail,Low,1,Flat,16,Steel,Small,8,Edinburgh,East,07545,463,469,1068,24765.96901092047,Life,18,463,50,84,23
464,Brandon Adams,"919 Alexis Knolls, West David, DC 91040",Artist,Female,48,Divorced,499,4,High Networth,Email,Medium,3,Flat,35,Steel,Small,1,Sheffield,South,67972,464,838,873,43553.26712168065,Health,10,464,91,25,31
465,Mariah Lam,"48844 Stephanie Heights Apt. 713, Reeseland, MA 47516",Artist,Other,55,Married,305,8,Individual,Email,Medium,2,Single,7,Wood,Large,10,Manchester,Central,88254,465,663,1025,39462.04811351353,Auto,9,465,52,17,69
466,Robert Schneider,"292 Patterson Estate Suite 897, New Scott, ND 49278",Engineer,Female,56,Single,518,7,Family,Email,Low,1,Flat,48,Concrete,Medium,5,London,West,93790,466,993,793,25752.812189838965,Auto,22,466,93,32,44
467,Melissa Ramos,"50736 Gates Crest, New Brookeview, MD 85581",Lawyer,Other,45,Single,373,2,Business,Telephone,High,1,Single,6,Steel,Small,9,Edinburgh,West,56040,467,407,737,40544.10455338117,Life,3,467,67,93,58
468,Jessica Anderson,"244 Laura Harbors, North Natalietown, CA 50177",Artist,Female,31,Divorced,848,5,Business,In Person,High,2,Flat,29,Wood,Small,4,Sheffield,East,26797,468,625,86,32352.24293339003,Home,7,468,21,41,43
469,Teresa Roberts,"23163 Jonathan Point, Ramirezburgh, TN 10703",Lawyer,Female,56,Widowed,619,9,Business,In Person,High,4,Terrace,20,Brick,Small,1,Birmingham,East,39116,469,387,686,33320.00983031825,Travel,2,469,22,92,29
470,Jeffrey Franklin,"USNS Terry, FPO AE 62097",Lawyer,Male,63,Single,575,1,Family,Mail,High,1,Flat,37,Steel,Large,6,Manchester,South,52172,470,999,1074,49637.64062584922,Health,18,470,56,64,99
471,Jon Miller,"008 Stephanie Brooks Apt. 065, Lake Antonioport, OK 30324",Engineer,Female,54,Married,741,10,Business,Email,Low,3,Detach,7,Concrete,Small,2,Edinburgh,East,50455,471,789,306,18328.778469108503,Home,14,471,36,3,41
472,Robert Munoz,"95137 Kerr Junctions, New Megan, IN 80537",Engineer,Female,57,Divorced,830,10,Family,Email,High,1,Flat,24,Wood,Small,2,Glasgow,West,16580,472,254,106,30588.515081564856,Life,21,472,98,78,14
473,Paige Williams,"48136 Silva Lodge Suite 261, West Markside, VI 10022",Lawyer,Female,44,Widowed,618,1,High Networth,In Person,Low,1,Single,11,Brick,Medium,9,Sheffield,West,89748,473,257,1090,8260.556198314902,Life,21,473,79,63,14
474,Patricia Brown,"30877 Sarah Glens, East Paul, MH 47393",Doctor,Male,39,Widowed,843,6,Individual,Email,High,3,Flat,36,Concrete,Medium,10,Edinburgh,West,47668,474,936,698,1691.1418892652935,Life,5,474,90,14,50
475,Molly Morgan,"068 Williams Flats, Paigefort, WY 37191",Artist,Male,22,Widowed,783,7,Business,In Person,Medium,1,Flat,22,Brick,Small,1,Bradford,North,59330,475,751,934,25129.745100098393,Travel,27,475,36,40,33
476,Darlene Craig MD,"833 Joshua Ridge Apt. 560, Cynthiaborough, CO 03225",Teacher,Male,60,Widowed,337,4,High Networth,Telephone,Medium,4,Single,16,Concrete,Small,6,Edinburgh,East,13651,476,308,90,6149.457472746476,Auto,8,476,36,71,62
477,Tammy Morris,"435 Gordon Knoll Suite 063, Kelleystad, MN 73391",Teacher,Male,26,Widowed,578,10,Family,Mail,Low,3,Terrace,19,Brick,Large,9,Glasgow,North,52526,477,219,51,15597.736360967574,Travel,17,477,2,58,40
478,Patrick Ayala,"USS Scott, FPO AP 97131",Teacher,Other,50,Married,414,10,Family,In Person,Medium,2,Flat,46,Steel,Small,9,Birmingham,East,72421,478,129,611,7282.400447336476,Auto,10,478,46,24,75
479,Amy Johnson,"02889 James Mountain, Katieside, ME 73226",Artist,Other,61,Married,560,4,High Networth,Email,Medium,1,Flat,13,Steel,Large,10,Edinburgh,East,19080,479,551,657,28977.15911586621,Auto,17,479,51,44,49
480,Jay Garcia,"5548 Ronald Key, North Kyleton, FL 37897",Engineer,Female,19,Single,634,5,Individual,Email,Medium,1,Terrace,22,Brick,Small,6,Edinburgh,Central,51143,480,581,608,49052.49802808507,Health,20,480,64,9,21
481,Sandra Kennedy,"663 Hernandez Haven Suite 696, Murrayburgh, SD 36586",Engineer,Male,44,Single,677,8,Business,Telephone,High,4,Single,41,Wood,Small,3,Liverpool,North,45175,481,632,497,14979.327883662361,Health,28,481,28,1,58
482,Shannon Adams,"2126 Amanda Harbor Apt. 089, Danielletown, ND 53640",Engineer,Male,21,Single,635,3,Business,Mail,Medium,2,Flat,15,Brick,Medium,2,Liverpool,South,60592,482,860,19,17993.968259363784,Life,24,482,49,47,57
483,Tracy Reeves,"9251 Austin Fort, Jacksonburgh, IA 51256",Artist,Female,42,Widowed,687,3,Business,Email,Low,1,Single,45,Wood,Small,2,Leeds,South,14489,483,506,706,12640.312273471076,Home,30,483,29,73,58
484,Martin Spears,"67151 Steven Squares Apt. 144, West Johnborough, WY 28855",Artist,Female,21,Single,749,6,Family,Telephone,Low,3,Detach,49,Wood,Large,10,Birmingham,North,27190,484,625,779,23453.635063410155,Life,2,484,16,78,31
485,Amy Cross,"013 Davenport Flats, New Lauren, FL 48083",Doctor,Other,67,Divorced,611,4,Business,Mail,High,1,Detach,15,Brick,Medium,7,Leeds,Central,22793,485,428,896,34303.607188500275,Life,30,485,10,35,84
486,Jonathan Horn,"277 Yvette Prairie, Jamesstad, NJ 63105",Doctor,Male,48,Married,582,9,Individual,Mail,Low,2,Terrace,48,Brick,Large,5,Leeds,West,20724,486,489,151,43259.068617082354,Auto,7,486,47,89,66
487,Kristen Hutchinson,"621 Loretta Ridge Apt. 339, Port Ericfort, FL 46387",Artist,Other,35,Divorced,805,8,Individual,Email,Low,4,Detach,43,Concrete,Small,2,London,North,55981,487,649,211,28793.640528359778,Auto,12,487,22,70,43
488,James Tran,"9251 Smith Prairie, Ianburgh, IL 77039",Artist,Other,32,Married,847,3,High Networth,Email,Medium,1,Terrace,33,Steel,Medium,10,Edinburgh,North,20978,488,673,1024,15211.576869024582,Health,8,488,36,61,81
489,George Sanders,"0210 Wood Shoal, Brianabury, ID 29183",Doctor,Female,28,Single,362,1,Family,Email,Medium,2,Single,36,Steel,Large,2,Bradford,North,69848,489,258,316,7754.612764779182,Life,22,489,20,90,12
490,Stephanie Levy,"5850 Karen Falls Suite 938, South Travisshire, ND 81319",Lawyer,Other,60,Single,779,8,High Networth,Email,Medium,1,Terrace,46,Brick,Small,6,Sheffield,North,56948,490,255,167,10631.114963948132,Travel,7,490,7,65,32
491,Robert Richard,"534 Angela Corner, Thomasland, MS 11149",Doctor,Other,30,Single,592,7,Family,Telephone,Medium,3,Single,17,Concrete,Small,2,Liverpool,East,33602,491,929,347,18433.969036091257,Auto,10,491,89,34,62
492,Cheryl Love,"PSC 6133, Box 1506, APO AP 82001",Doctor,Other,30,Single,517,7,Business,Email,Medium,4,Single,47,Concrete,Large,10,Manchester,East,69876,492,913,835,1441.9156566747113,Home,28,492,40,82,40
493,Jessica Ingram,"4258 Warren Camp Suite 385, Alexandrialand, MP 14090",Engineer,Other,58,Divorced,809,8,High Networth,Email,Low,2,Flat,22,Steel,Large,10,Edinburgh,West,64184,493,653,987,33948.805075915596,Travel,4,493,16,56,36
494,Bryan Reid,"659 Valerie Radial Apt. 151, Lake Jonathanland, PA 39642",Artist,Male,26,Divorced,497,9,Business,In Person,Medium,2,Flat,42,Steel,Medium,4,Manchester,West,76622,494,268,927,6899.351366187394,Life,27,494,59,82,28
495,Timothy Cochran,"0856 Joyce Stream, Petersonville, TX 98088",Engineer,Other,29,Married,503,2,Family,Telephone,High,4,Terrace,29,Brick,Medium,5,Bradford,South,12500,495,262,337,7199.314148735186,Life,10,495,49,84,32
496,Brian Thomas,"0178 Johnson Creek, Thomasview, WV 12146",Artist,Female,60,Single,439,7,Business,Email,High,4,Flat,37,Steel,Small,4,Manchester,South,59887,496,924,590,49445.31441522939,Life,25,496,90,80,72
497,Adam Lloyd,"302 Madeline Ferry, South Robertborough, VA 23313",Teacher,Female,55,Widowed,769,10,Individual,Mail,Medium,1,Flat,32,Wood,Large,7,Manchester,East,26720,497,882,1046,18447.665308350242,Health,10,497,84,72,32
498,Ashley Miller,"282 Steven Burg Apt. 054, New Nicolebury, TN 95914",Engineer,Other,68,Married,383,6,Individual,Email,High,4,Detach,4,Brick,Small,6,Bradford,South,36714,498,537,578,34091.601143187116,Auto,18,498,46,90,73
499,Kimberly Pollard,"USS Duran, FPO AP 36171",Teacher,Female,23,Divorced,675,8,Family,Telephone,High,1,Flat,3,Wood,Large,7,Manchester,East,40824,499,242,787,22663.364760115513,Health,19,499,59,59,71
500,Paul Smith,"0250 Baker Circles, South James, NM 12777",Engineer,Other,49,Widowed,766,4,High Networth,Mail,High,1,Single,17,Steel,Large,6,Bradford,North,95926,500,432,37,34716.80406966646,Auto,13,500,44,9,41
501,Debra Jackson,"221 Miller Landing Apt. 163, Weaverton, MS 65110",Lawyer,Male,69,Married,484,5,High Networth,Email,Medium,2,Flat,10,Steel,Small,10,Bradford,South,64553,501,671,667,36699.85819084999,Travel,2,501,47,83,28
502,Michael Sanders,"6680 Anderson Neck, Jamesport, HI 64451",Lawyer,Male,40,Widowed,706,6,Individual,Email,High,1,Terrace,42,Concrete,Medium,1,Liverpool,Central,21485,502,228,215,46956.57257209502,Health,14,502,35,31,85
503,Gerald Ray,"1445 Ashley Plain, West Colleen, WA 15662",Artist,Other,45,Married,705,8,Individual,Telephone,Medium,4,Detach,2,Steel,Large,2,Birmingham,Central,39447,503,556,343,18031.885526480284,Travel,16,503,14,32,18
504,Briana Bryan,"51475 Cole Parks, North Tammyborough, NE 05085",Doctor,Other,48,Divorced,556,3,High Networth,Email,Medium,4,Flat,20,Concrete,Large,3,Manchester,East,16097,504,780,424,2439.2173901299166,Auto,9,504,35,70,27
505,Richard Smith,"74771 Ferguson Key, East William, WI 63526",Artist,Male,48,Single,345,1,Business,Mail,High,4,Flat,37,Steel,Small,5,London,East,14129,505,584,519,47331.49588156866,Travel,19,505,34,27,19
506,Donald Smith,"29383 Solomon Ports Apt. 569, Stevenborough, WY 95340",Engineer,Female,63,Widowed,729,9,Family,Telephone,Medium,2,Terrace,41,Steel,Small,10,Leeds,West,85475,506,132,992,10914.122991018505,Travel,11,506,98,54,62
507,Andrew Watson,"0934 Valentine Ford Suite 422, Davisport, NV 59497",Teacher,Other,37,Married,357,10,Business,Mail,High,2,Flat,23,Steel,Large,3,Liverpool,North,10357,507,829,1036,19008.052902121595,Home,24,507,10,49,51
508,Nicole Serrano,"139 Bradley Stravenue, Jeffreyborough, MA 44407",Teacher,Male,36,Single,605,5,Individual,In Person,Medium,1,Terrace,29,Steel,Small,7,Birmingham,South,52930,508,157,376,39196.697808142206,Travel,5,508,74,65,12
509,Elizabeth Long,"306 Ellis Village, Bellchester, ME 11760",Doctor,Other,29,Married,431,8,Family,Mail,Medium,3,Single,12,Steel,Small,6,Sheffield,East,58406,509,643,457,6355.621745217347,Home,23,509,18,73,28
510,Alicia Woodard,"7335 Tanner Ridge, Romerohaven, PR 64205",Engineer,Male,24,Widowed,692,9,Individual,Email,Medium,3,Terrace,48,Wood,Medium,10,London,South,58145,510,935,594,37235.68507365976,Health,14,510,72,7,89
511,Christy Duncan,"93067 Anthony Heights, Latoyashire, DE 20017",Engineer,Male,39,Widowed,542,2,Individual,Telephone,Medium,4,Terrace,43,Concrete,Medium,4,Edinburgh,Central,28603,511,262,30,36079.28684348484,Life,13,511,26,41,69
512,Benjamin Taylor,"587 Miller Highway, Lonniemouth, AK 53420",Teacher,Male,23,Married,353,2,Business,Telephone,Low,4,Flat,3,Wood,Medium,8,Birmingham,Central,60318,512,580,767,9976.823015927157,Home,26,512,83,43,54
513,Maria Williams,"Unit 9934 Box 8357, DPO AA 43557",Teacher,Female,30,Single,612,7,High Networth,Email,Low,3,Detach,12,Steel,Large,10,Leeds,South,35521,513,612,538,25182.085060700254,Home,14,513,76,96,62
514,Cindy Fritz,"9818 Griffin Groves, East Walterton, PR 17858",Engineer,Female,70,Single,769,10,High Networth,In Person,Low,2,Single,35,Concrete,Large,7,Manchester,West,79740,514,794,732,3451.739334861763,Travel,8,514,89,66,68
515,Ryan Smith,"Unit 2804 Box 1924, DPO AP 08881",Lawyer,Other,40,Divorced,417,4,Individual,Mail,Medium,4,Detach,10,Brick,Large,10,Liverpool,East,55124,515,329,508,30791.56599500274,Health,18,515,72,55,8
516,Martha Jenkins,"6143 Gonzalez Brook Suite 566, North Robertchester, VT 97758",Engineer,Male,28,Divorced,707,10,Family,In Person,High,4,Flat,50,Concrete,Medium,7,Edinburgh,Central,80852,516,647,809,42984.537744555724,Home,5,516,60,60,44
517,Andrew Russell,"29443 Riggs Mill Apt. 918, Lake Erica, NV 49324",Teacher,Male,39,Divorced,667,1,Family,Mail,High,3,Terrace,14,Steel,Small,9,Manchester,Central,07089,517,432,663,14475.845485040296,Life,16,517,73,17,69
518,Karen Dunlap,"601 Brittany Greens Suite 230, Diaztown, OR 16292",Artist,Female,18,Single,713,9,High Networth,Telephone,High,1,Terrace,46,Wood,Large,9,Sheffield,South,96222,518,937,422,30299.1174191679,Home,27,518,77,48,57
519,Rebecca Campbell,"126 Benjamin Street Suite 921, North Michaelchester, MP 41339",Artist,Other,42,Divorced,318,10,Individual,Telephone,Medium,4,Single,4,Concrete,Small,1,Manchester,South,05140,519,807,225,1755.4764422934147,Health,9,519,15,23,56
520,Christopher Hall,"0078 Samantha Branch, Beasleyport, TX 41483",Engineer,Male,70,Married,354,4,High Networth,Telephone,High,1,Flat,43,Brick,Large,10,Glasgow,East,57806,520,870,925,13115.04121808793,Home,6,520,52,80,50
521,Crystal Carter,"631 Pearson Mill, Kirbyton, MH 59210",Teacher,Male,49,Widowed,548,9,Business,Telephone,High,1,Flat,15,Wood,Medium,6,Sheffield,East,79999,521,900,966,1100.5336089951652,Auto,21,521,64,65,7
522,Chelsea Lopez,"159 Anthony Club, Aaronview, ND 01997",Teacher,Female,18,Widowed,415,3,Business,Email,Low,1,Flat,46,Steel,Small,2,Sheffield,Central,26710,522,626,961,12047.50438495588,Life,11,522,87,6,85
523,Christina Johnson,"64364 Perry Flats, Campbellstad, RI 68322",Doctor,Other,33,Married,679,3,Family,Mail,Low,3,Single,49,Brick,Small,1,Edinburgh,North,56359,523,289,1019,45413.13471855568,Life,20,523,77,31,77
524,Nicholas Meza,"148 Lisa Meadow Apt. 673, West Ambermouth, IL 36926",Engineer,Other,21,Married,399,2,Family,Mail,Low,1,Flat,9,Brick,Medium,5,Bradford,West,88222,524,598,749,8607.139604822329,Health,18,524,97,76,6
525,Daniel Webb,"231 Blankenship Court Suite 777, West Sydneyfurt, GA 01991",Artist,Male,43,Married,625,5,Family,Telephone,High,2,Terrace,38,Steel,Large,9,Edinburgh,North,36484,525,815,574,29107.347767872383,Auto,20,525,71,84,9
526,Jonathan Davis,"7360 Jonathan Lock, Cannonburgh, KY 23823",Lawyer,Male,59,Married,419,6,High Networth,In Person,Medium,1,Flat,20,Wood,Small,5,Liverpool,Central,41906,526,979,292,4780.431654976184,Health,22,526,94,28,72
527,Brandi Jones,"98423 Michelle Circle Suite 535, West Edwardton, ND 06337",Artist,Male,36,Divorced,674,1,Individual,In Person,High,3,Single,2,Brick,Medium,5,Bradford,East,88945,527,882,317,26387.14612250885,Life,19,527,48,19,91
528,Mr. Michael Kirk,"22777 Summers Neck, North Jamesmouth, MI 92732",Teacher,Male,61,Single,593,3,High Networth,Email,Medium,2,Detach,35,Wood,Small,3,Manchester,Central,50570,528,192,385,36209.69496205724,Health,28,528,72,5,62
529,Morgan Bradley,"PSC 5900, Box 9051, APO AA 32308",Lawyer,Male,27,Divorced,556,2,Individual,In Person,Low,2,Single,30,Wood,Medium,10,Leeds,North,43036,529,434,17,22122.158007824048,Travel,18,529,63,48,68
530,Cheryl Johnson,"70242 Crystal Burgs Suite 594, South Timothyhaven, VI 60074",Teacher,Male,40,Widowed,471,5,Family,Mail,High,4,Flat,17,Concrete,Small,7,Manchester,West,19317,530,362,894,30885.17584072508,Auto,27,530,53,38,36
531,Alexander Hogan,"90849 Ramirez Drives Apt. 329, Lauramouth, FM 25920",Doctor,Other,33,Widowed,309,2,Individual,Email,Medium,3,Terrace,48,Concrete,Medium,2,Liverpool,West,69283,531,436,963,46995.25261566204,Travel,27,531,49,11,84
532,Eugene Shepherd,"3523 Rice Drive, Justinville, MH 91275",Doctor,Male,70,Divorced,812,8,Business,In Person,Low,4,Terrace,38,Concrete,Small,10,Bradford,South,49630,532,884,337,12051.53220298926,Home,12,532,25,57,68
533,Stephen Martin,"492 Clark Heights Suite 299, South Janicestad, OH 31209",Lawyer,Male,20,Widowed,362,2,Family,Email,High,4,Flat,34,Concrete,Small,4,Birmingham,South,76061,533,201,869,15636.659039513257,Life,18,533,52,33,100
534,Brian Brown,"Unit 2984 Box 1977, DPO AA 52140",Artist,Male,70,Widowed,337,6,High Networth,Telephone,Low,4,Terrace,47,Wood,Medium,1,London,North,75969,534,734,712,25945.428676456122,Home,9,534,38,9,99
535,Jonathan Owens,"989 Hernandez Corners, West Brianaport, UT 43065",Engineer,Other,23,Single,794,4,High Networth,Telephone,Low,1,Detach,7,Steel,Large,2,Glasgow,West,53506,535,875,234,966.7895249782705,Health,9,535,31,94,19
536,David Rodriguez,"21378 Shannon Glen, Wrightfort, MH 01369",Lawyer,Male,24,Divorced,490,5,Family,Telephone,High,2,Detach,46,Wood,Small,10,Sheffield,North,51675,536,483,493,27545.114831706454,Auto,2,536,100,23,40
537,Christopher Cook,"34398 Megan Valley Suite 460, East Jessicaview, WA 89894",Engineer,Other,48,Divorced,488,7,High Networth,In Person,Medium,3,Detach,48,Brick,Small,2,Leeds,North,22173,537,737,840,46154.35257052816,Health,16,537,38,8,99
538,Jessica Johnston,"67471 Santiago Neck, Lindseyfurt, SD 74560",Engineer,Other,66,Divorced,476,3,Individual,Telephone,Low,1,Detach,13,Brick,Large,1,Manchester,West,76696,538,277,475,3458.0847856949613,Life,1,538,35,57,70
539,Tim Page,"403 Jenkins Path, Lake Troy, NY 37848",Doctor,Female,49,Single,614,6,Business,Telephone,High,3,Flat,44,Wood,Small,7,Liverpool,East,24631,539,733,1059,12501.30257217494,Life,24,539,95,12,80
540,Karen Chapman DDS,"985 Bullock Mission, Grimesburgh, WY 63536",Artist,Male,46,Widowed,552,8,Business,In Person,Low,4,Single,24,Brick,Medium,8,Birmingham,East,94077,540,426,921,40843.8557083278,Life,29,540,16,45,27
541,Carolyn Mcdowell,"0653 Michael Streets Suite 827, Martintown, AL 37920",Artist,Female,43,Married,839,7,High Networth,Mail,High,3,Terrace,41,Concrete,Large,6,London,East,03469,541,898,872,45348.267939238525,Health,7,541,51,70,95
542,Charles Richardson,"PSC 2870, Box 4289, APO AA 42870",Artist,Female,38,Widowed,388,9,High Networth,Telephone,Medium,2,Terrace,47,Steel,Medium,6,Sheffield,North,92290,542,756,427,44666.93667341795,Auto,30,542,1,79,26
543,Tyler Davis,"94245 Patton Rest Apt. 101, Elizabethbury, VI 98665",Artist,Other,50,Single,672,7,Family,In Person,High,4,Single,48,Steel,Medium,9,Manchester,Central,02640,543,671,42,46662.22956612425,Travel,30,543,53,21,23
544,Brandon Moore,"942 King Expressway Suite 055, Robinland, MP 83340",Doctor,Male,34,Single,405,2,Family,Mail,Low,3,Terrace,18,Wood,Medium,5,Manchester,West,49506,544,232,182,42325.876862648154,Auto,6,544,41,76,49
545,Keith Martin,"831 Patrick Rue, Fishermouth, ID 90579",Lawyer,Female,54,Divorced,720,2,High Networth,Telephone,High,2,Detach,16,Concrete,Small,10,Leeds,West,78500,545,321,439,29174.458418103004,Travel,16,545,97,47,61
546,Chad Wilson,"5711 Mary Well, Jaimeton, NC 39674",Lawyer,Other,56,Widowed,804,7,High Networth,Telephone,Medium,4,Detach,8,Wood,Large,10,Birmingham,East,40591,546,846,222,862.3950592221947,Travel,14,546,78,5,3
547,Scott Preston,"35242 Tiffany Squares, Jeffreyburgh, MO 02919",Teacher,Male,50,Married,546,7,Business,Telephone,Low,4,Flat,28,Concrete,Small,3,Manchester,North,03401,547,194,924,14010.714285963275,Auto,22,547,96,65,83
548,Casey Roberts,"82099 Hebert Mews Suite 109, North Jeffrey, ND 83760",Artist,Other,33,Divorced,757,8,Family,Email,Low,1,Terrace,47,Concrete,Medium,1,Manchester,South,20416,548,106,1088,17007.897532900264,Health,8,548,62,6,50
549,Adam Kelley,"35142 Chad Haven Apt. 069, West Kyle, TX 89414",Engineer,Male,35,Divorced,676,6,High Networth,Mail,Low,2,Single,11,Brick,Medium,7,Sheffield,North,83994,549,716,54,6498.34553288947,Auto,27,549,81,89,46
550,Erin Bell,"96850 Martin Gateway Apt. 292, Lake Kathleenstad, SD 95819",Lawyer,Other,65,Divorced,337,5,Individual,In Person,High,3,Flat,8,Wood,Large,4,Sheffield,North,15668,550,279,28,2811.911991158161,Life,23,550,16,41,66
551,Curtis Reed,"7095 Rodriguez Ford Suite 409, Herreramouth, GA 47935",Doctor,Other,53,Divorced,526,7,Individual,In Person,High,3,Flat,40,Steel,Large,5,Glasgow,South,40981,551,130,308,22834.64696533856,Travel,4,551,10,59,93
552,Richard Burch,"501 Teresa Flat, Ericmouth, GA 65348",Teacher,Female,45,Married,830,6,High Networth,Telephone,Low,3,Detach,3,Wood,Large,4,Glasgow,East,46672,552,755,949,21541.867201192043,Travel,5,552,44,40,9
553,Dan Estrada,"263 Michael Mall Suite 678, Debbieside, NH 15911",Doctor,Other,28,Married,590,7,High Networth,In Person,Medium,1,Detach,14,Brick,Large,6,Liverpool,Central,94173,553,983,531,22397.416448369167,Life,1,553,44,39,64
554,Christopher Williams,"8017 Jennifer Prairie Suite 925, Thomasville, MS 71614",Lawyer,Female,34,Divorced,644,4,High Networth,Telephone,High,4,Flat,34,Brick,Small,7,Birmingham,West,25729,554,866,557,36510.20180271294,Home,21,554,26,61,85
555,Anthony Curtis,"4910 Smith Mountain Apt. 103, New Christopherside, IL 15045",Teacher,Male,38,Married,786,2,Business,Mail,Medium,2,Single,10,Brick,Medium,2,Leeds,Central,53855,555,212,632,9518.417964075785,Auto,5,555,70,62,85
556,Steven Payne,"781 Laura Mall, East Eric, RI 11750",Doctor,Other,36,Married,507,7,Family,In Person,High,3,Flat,10,Wood,Small,3,Glasgow,South,75945,556,711,455,7675.9852748614985,Health,9,556,91,43,20
